name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,zone_id
Sieg Hall,10,30859594.0,,university,,,"POLYGON ((-122.306958 47.6548422, -122.3064379 47.6550097, -122.3061994 47.6550876, -122.3060835 47.6549239, -122.3062682 47.6548642, -122.3068421 47.6546786, -122.3069124 47.6547779, -122.306958 47.6548422))",POINT (-122.3065207 47.6548829),1269.3,13662.1,14
Denny Hall,11,30861157.0,,university,,,"POLYGON ((-122.3086571 47.6583452, -122.3087389 47.65829, -122.3088045 47.6582456, -122.3087996 47.6582248, -122.3088137 47.658206, -122.3088416 47.6581965, -122.3088724 47.6581998, -122.3088945 47.6582147, -122.3090005 47.6581463, -122.309044 47.6581737, -122.3090683 47.6581576, -122.3090905 47.658143, -122.3091235 47.6581301, -122.3091616 47.6581282, -122.309197 47.6581378, -122.3092225 47.6581569, -122.309233 47.6581817, -122.3092263 47.658207, -122.3092037 47.6582277, -122.3091654 47.6582536, -122.309209 47.6582854, -122.3090481 47.6583935, -122.3093066 47.6585687, -122.3092124 47.6586317, -122.3091281 47.6586881, -122.3088666 47.6585109, -122.3087016 47.6586213, -122.3086518 47.6585876, -122.3086006 47.6586207, -122.3085666 47.658633, -122.308528 47.658633, -122.3084939 47.6586209, -122.3084722 47.6585994, -122.3084681 47.6585735, -122.3084824 47.6585494, -122.3085274 47.6585202, -122.3085444 47.6585092, -122.3084968 47.658477, -122.3085943 47.6584112, -122.3085743 47.6583924, -122.3085734 47.6583694, -122.3085919 47.6583499, -122.3086234 47.6583408, -122.3086571 47.6583452))",POINT (-122.3089068 47.6584185),2032.9,21882.1,14
Oak Hall,12,30861347.0,,dormitory,,,"POLYGON ((-122.3057804 47.6592368, -122.3059069 47.6591489, -122.3057239 47.6590293, -122.3049657 47.6595557, -122.3051487 47.6596753, -122.3057607 47.6592504, -122.3057872 47.6592677, -122.3058142 47.6592854, -122.3057858 47.6593052, -122.3057444 47.6593339, -122.3059306 47.6594555, -122.3059673 47.65943, -122.3060262 47.6593891, -122.3060443 47.6594009, -122.3060536 47.659407, -122.3062055 47.6593016, -122.3061977 47.6592964, -122.3061781 47.6592837, -122.3062111 47.6592607, -122.3061649 47.6592305, -122.3063123 47.6591281, -122.3061725 47.6590368, -122.3058339 47.6592718, -122.3058069 47.6592541, -122.3057804 47.6592368))",POINT (-122.3056511 47.6593177),2436.2,26223.1,9
Loew Hall,13,30896504.0,,university,,,"POLYGON ((-122.3045524 47.6541378, -122.3045864 47.6541391, -122.304972 47.6541539, -122.3049789 47.6541642, -122.3049909 47.654182, -122.3049785 47.6543648, -122.3049526 47.6543817, -122.3046267 47.6543733, -122.304213 47.6544998, -122.3041832 47.6544938, -122.3041711 47.6544913, -122.3040502 47.6543147, -122.3040669 47.6542944, -122.3045524 47.6541378))",POINT (-122.3045373 47.6542974),1766.5,19014.1,14
University of Washington Engineering Library,14,30896555.0,,library,,,"POLYGON ((-122.3045657 47.6544754, -122.3046036 47.6544846, -122.3046676 47.65458, -122.3047318 47.654676, -122.3047213 47.6547049, -122.3044433 47.6547899, -122.3043985 47.6547779, -122.3042692 47.6545849, -122.3042763 47.6545639, -122.3045657 47.6544754))",POINT (-122.3045022 47.654633),760.8,8189.2,14
Padelford Hall,15,30896622.0,,university,,,"POLYGON ((-122.3040358 47.6573048, -122.3040361 47.6573133, -122.3040482 47.6573134, -122.3040398 47.6573887, -122.3039002 47.657395, -122.3038649 47.6572947, -122.303875 47.6572931, -122.3038445 47.6572582, -122.3037828 47.6572841, -122.3037012 47.6572131, -122.3038401 47.657131, -122.3038564 47.6571403, -122.3038864 47.6571251, -122.3039717 47.6571778, -122.3039463 47.6572032, -122.3039665 47.6572291, -122.3040112 47.6572224, -122.304007 47.6572104, -122.3041792 47.6571828, -122.3041755 47.6571723, -122.3041214 47.6571703, -122.3041275 47.6570908, -122.3041813 47.6570878, -122.3041771 47.6570649, -122.3041726 47.6570403, -122.3041081 47.6570472, -122.3040749 47.6569586, -122.3042156 47.6569268, -122.3042133 47.6569175, -122.3041983 47.6569181, -122.3041743 47.6568497, -122.3042973 47.6568196, -122.304359 47.6569225, -122.3043675 47.6569226, -122.3044344 47.6568181, -122.3044579 47.6568221, -122.3044703 47.6567994, -122.3045231 47.6568104, -122.3045228 47.6567862, -122.3044803 47.6567824, -122.3044753 47.6566532, -122.3044865 47.6566532, -122.3044847 47.6566335, -122.3043126 47.6566375, -122.3043108 47.6566479, -122.3042762 47.6566482, -122.3042753 47.6565862, -122.3042858 47.6565525, -122.3044476 47.6565251, -122.3044532 47.656536, -122.3044918 47.6565229, -122.3045287 47.6565561, -122.3045081 47.6565706, -122.3045306 47.6565876, -122.3045915 47.6565741, -122.3046275 47.6565986, -122.3046263 47.6566138, -122.3045955 47.6566371, -122.304596 47.6566487, -122.3046154 47.6566492, -122.304617 47.6567779, -122.3045713 47.6567855, -122.3045719 47.6568151, -122.3046302 47.6568256, -122.304614 47.6569247, -122.3045048 47.6569316, -122.3044816 47.6569593, -122.3045089 47.6569921, -122.3044499 47.6570243, -122.304409 47.6569977, -122.3043986 47.6570003, -122.3044006 47.6570137, -122.3042264 47.6570346, -122.304231 47.6570606, -122.3042355 47.6570859, -122.3042776 47.6570849, -122.3042956 47.6571477, -122.3044291 47.6571427, -122.304441 47.657231, -122.3042903 47.6572559, -122.3042858 47.6572429, -122.3042678 47.6572458, -122.3042751 47.6572666, -122.3040358 47.6573048))",POINT (-122.3042538 47.6569997),1962.7,21125.9,14
Communications Building,16,30896763.0,,university,,,"POLYGON ((-122.3059899 47.6567737, -122.3058692 47.6568536, -122.3058797 47.6568608, -122.3057896 47.6569205, -122.305727 47.6568757, -122.3054042 47.6570891, -122.3052838 47.6571692, -122.3053443 47.6572125, -122.3053206 47.6572282, -122.3053268 47.6572325, -122.3052097 47.6573101, -122.3052002 47.6573036, -122.3051732 47.6573215, -122.3048503 47.6571003, -122.3050378 47.6569761, -122.3050771 47.657003, -122.3050618 47.6570131, -122.3051265 47.6570574, -122.3055211 47.6567961, -122.3055068 47.6567863, -122.3055331 47.6567688, -122.305549 47.6567583, -122.3055664 47.6567703, -122.3056686 47.6567026, -122.3057782 47.6567777, -122.3058888 47.6567045, -122.3059899 47.6567737))",POINT (-122.3053838 47.6569982),1811.2,19495.9,14
Thomson Hall,17,30896795.0,,university,,,"POLYGON ((-122.3055061 47.6564427, -122.3055698 47.6564004, -122.3055537 47.6563894, -122.3056182 47.6563466, -122.3056274 47.6563528, -122.3056731 47.6563224, -122.3057295 47.6563609, -122.3057771 47.6563933, -122.3057555 47.6564077, -122.3060145 47.6565841, -122.306042 47.6565658, -122.3060701 47.6565849, -122.306102 47.6566066, -122.3061854 47.6566637, -122.3061208 47.6567066, -122.3061364 47.6567172, -122.3060652 47.6567644, -122.3060484 47.6567529, -122.3060033 47.6567828, -122.3059899 47.6567737, -122.3058888 47.6567045, -122.3055061 47.6564427))",POINT (-122.3058414 47.6565596),953.4,10262.4,14
McMahon Hall,18,30922162.0,,university,,,"POLYGON ((-122.3032667 47.6579574, -122.3036063 47.6579519, -122.3036346 47.6579515, -122.3036342 47.6579386, -122.3036783 47.6579379, -122.3036717 47.6577499, -122.3039102 47.6577461, -122.303911 47.6577687, -122.3039458 47.6577682, -122.3039468 47.657797, -122.3039758 47.6577965, -122.3039798 47.6579141, -122.3039327 47.6579148, -122.3039333 47.6579347, -122.3039922 47.6579338, -122.3039927 47.6579497, -122.304027 47.6579492, -122.3040304 47.6580545, -122.3039354 47.6580559, -122.3039369 47.6581016, -122.3039986 47.6581006, -122.304 47.6581449, -122.3041825 47.6581422, -122.3041904 47.6581581, -122.3041835 47.658174, -122.3040053 47.6581766, -122.3040082 47.6582797, -122.3041815 47.6582772, -122.3041844 47.658294, -122.3041827 47.658313, -122.3040042 47.6583159, -122.304005 47.6583361, -122.3039433 47.6583371, -122.3039444 47.6583664, -122.3040056 47.6583654, -122.3040062 47.6583828, -122.3040543 47.658382, -122.3040581 47.6584868, -122.30394 47.6584887, -122.3039413 47.6585231, -122.3040064 47.658522, -122.3040102 47.658629, -122.3039378 47.6586301, -122.3039388 47.6586581, -122.3036679 47.6586626, -122.303662 47.6584995, -122.3034573 47.6585029, -122.3032864 47.6585056, -122.3032756 47.6582037, -122.3032667 47.6579574))",POINT (-122.3036918 47.6582197),4377.4,47117.8,14
Haggett Hall,19,30922181.0,,university,,,"POLYGON ((-122.3033727 47.6591459, -122.3033593 47.6591325, -122.3033476 47.6591477, -122.3033109 47.6591479, -122.3033008 47.6591357, -122.3032902 47.6591487, -122.3032534 47.6591486, -122.3032362 47.659122, -122.3032543 47.6590944, -122.3032521 47.6590521, -122.3032349 47.6590246, -122.3032518 47.6589991, -122.3032877 47.6589986, -122.3032986 47.6590094, -122.3033099 47.6589967, -122.3033445 47.6589966, -122.3033551 47.6590089, -122.3033654 47.6589959, -122.3034031 47.658995, -122.3034133 47.6590071, -122.3034257 47.6589946, -122.3034637 47.6589945, -122.3034726 47.6590059, -122.3034829 47.6589937, -122.3035188 47.6589934, -122.30353 47.6590045, -122.3035405 47.6589935, -122.3035783 47.6589935, -122.303588 47.6590049, -122.3036992 47.6590049, -122.3037119 47.6589898, -122.3037493 47.6589901, -122.3037601 47.6590007, -122.3037688 47.6589887, -122.3038088 47.6589882, -122.3038176 47.6589995, -122.3038271 47.6589875, -122.3038665 47.658988, -122.3038763 47.6589991, -122.3038861 47.6589861, -122.3039235 47.6589854, -122.3039327 47.6589978, -122.3039409 47.658985, -122.3039787 47.6589848, -122.3039889 47.6589976, -122.3039993 47.6589832, -122.3040356 47.6589832, -122.3040553 47.6590113, -122.3040373 47.6590362, -122.3040384 47.6590798, -122.3040598 47.6591093, -122.3040404 47.6591359, -122.304004 47.6591364, -122.3039933 47.6591235, -122.3039827 47.6591369, -122.3039453 47.6591373, -122.3039486 47.6592807, -122.3039518 47.6594295, -122.3039917 47.6594291, -122.3040036 47.6594427, -122.304013 47.6594304, -122.3040464 47.6594298, -122.3040669 47.6594549, -122.3040498 47.6594849, -122.3040498 47.6595244, -122.3040723 47.659552, -122.3040514 47.6595787, -122.3040156 47.6595793, -122.3040054 47.659566, -122.3039946 47.6595805, -122.3039576 47.6595803, -122.303948 47.6595682, -122.3039366 47.6595812, -122.3039019 47.6595808, -122.3038912 47.6595675, -122.3038816 47.6595812, -122.3038455 47.659582, -122.3038352 47.6595695, -122.3038247 47.6595826, -122.3037876 47.6595836, -122.3037774 47.6595714, -122.3037668 47.6595843, -122.3037279 47.6595848, -122.3037175 47.6595713, -122.3036011 47.6595727, -122.3035933 47.659587, -122.3035566 47.6595878, -122.3035457 47.6595754, -122.3035364 47.6595882, -122.3034991 47.6595886, -122.3034879 47.659575, -122.3034775 47.6595891, -122.3034406 47.6595896, -122.3034299 47.6595776, -122.3034212 47.6595907, -122.3033811 47.659591, -122.3033708 47.6595788, -122.3033613 47.6595929, -122.3033227 47.6595924, -122.3033143 47.6595807, -122.3033045 47.659593, -122.3032661 47.6595935, -122.3032469 47.6595658, -122.3032664 47.6595388, -122.3032643 47.6594921, -122.3032426 47.6594669, -122.3032609 47.659441, -122.3032982 47.6594406, -122.3033119 47.6594554, -122.3033231 47.6594411, -122.3033587 47.6594411, -122.3033692 47.6594537, -122.3033792 47.6594412, -122.3033727 47.6591459))",POINT (-122.3036563 47.6592884),3357.6,36140.4,9
Hansee Hall,20,30922346.0,,university,,,"POLYGON ((-122.3068958 47.6610356, -122.3068959 47.661088, -122.3067497 47.6610881, -122.3067495 47.66099, -122.306655 47.66099, -122.306655 47.6609575, -122.3066423 47.6609509, -122.3066439 47.6609215, -122.3066568 47.6609135, -122.3066567 47.6608908, -122.306625 47.6608909, -122.306625 47.6608996, -122.3066175 47.6609048, -122.3065944 47.6609051, -122.3065866 47.6609001, -122.3065519 47.6609002, -122.3065519 47.6608911, -122.3065447 47.6608911, -122.3064981 47.6608911, -122.3063907 47.6608908, -122.3063906 47.6609102, -122.3064073 47.6609185, -122.3064074 47.6609486, -122.3063938 47.660958, -122.306394 47.6610018, -122.3062998 47.661002, -122.3063 47.6610228, -122.3063001 47.6610443, -122.3063003 47.6610857, -122.3062592 47.6610858, -122.3062018 47.6610859, -122.3061547 47.6610859, -122.3061547 47.6610532, -122.3061547 47.6610329, -122.3061076 47.6610329, -122.3060728 47.6610329, -122.3060379 47.6610329, -122.3060011 47.661033, -122.3059625 47.6610331, -122.305925 47.6610331, -122.3058754 47.6610332, -122.3058753 47.6610009, -122.3058752 47.6609763, -122.3058751 47.6609589, -122.3058751 47.6609345, -122.3059223 47.6609344, -122.3059528 47.6609345, -122.305964 47.6609345, -122.3061036 47.6609345, -122.3061036 47.6609142, -122.3061199 47.6609142, -122.306157 47.6609144, -122.3061575 47.6608477, -122.3061355 47.6608394, -122.3061356 47.6608105, -122.3061556 47.6608014, -122.3061558 47.6607871, -122.3061361 47.6607801, -122.3061367 47.6607538, -122.3061561 47.6607436, -122.306156 47.6606763, -122.3061195 47.6606763, -122.3060998 47.6606764, -122.3060998 47.6606569, -122.3059538 47.6606571, -122.3059024 47.6606572, -122.3059022 47.6605592, -122.3059742 47.6605591, -122.306156 47.6605588, -122.3061558 47.660502, -122.3061557 47.660477, -122.3063709 47.6604769, -122.306371 47.6605742, -122.3063002 47.6605742, -122.3063002 47.6606361, -122.3063003 47.6606772, -122.3063935 47.6606771, -122.3063936 47.6607113, -122.3064092 47.660719, -122.3064088 47.660751, -122.3063942 47.6607608, -122.3063942 47.6607824, -122.3064578 47.6607824, -122.3064982 47.6607823, -122.3065256 47.6607823, -122.3065548 47.6607821, -122.3066549 47.6607816, -122.3066546 47.6607606, -122.3066435 47.6607537, -122.3066429 47.6607206, -122.3066539 47.6607124, -122.3066537 47.6606799, -122.3067549 47.6606796, -122.3067546 47.6606323, -122.3067544 47.660574, -122.3066761 47.6605741, -122.3066758 47.6604802, -122.3068901 47.6604799, -122.3068902 47.6604922, -122.3068897 47.6605605, -122.3071807 47.6605614, -122.3071801 47.6606551, -122.3071277 47.660655, -122.3069441 47.6606544, -122.3069439 47.6606755, -122.3069346 47.6606755, -122.3068971 47.6606753, -122.3068965 47.6607402, -122.3069158 47.6607502, -122.3069152 47.660777, -122.3068947 47.6607861, -122.3068952 47.6607962, -122.3069164 47.6608088, -122.3069154 47.6608345, -122.3068952 47.6608457, -122.3068952 47.6609148, -122.3069381 47.6609148, -122.3069518 47.6609148, -122.3069518 47.6609322, -122.3071338 47.6609324, -122.3071748 47.6609324, -122.3071749 47.6610355, -122.3068958 47.6610356))",POINT (-122.3065297 47.660793),3301.0,35531.3,9
Parrington Hall,21,30922695.0,,university,,,"POLYGON ((-122.3101487 47.6575779, -122.3101079 47.6575935, -122.3100611 47.6575957, -122.3100175 47.657584, -122.3099856 47.6575608, -122.3099718 47.6575306, -122.3099787 47.6574993, -122.3100051 47.6574732, -122.3100667 47.657433, -122.3100425 47.6574173, -122.3101535 47.6573409, -122.3102915 47.657246, -122.3103209 47.6572634, -122.3104141 47.6572103, -122.3104666 47.6572022, -122.3105178 47.6572134, -122.3105533 47.6572407, -122.3105631 47.6572764, -122.3105443 47.6573104, -122.310471 47.6573636, -122.3104911 47.6573785, -122.3104253 47.6574229, -122.3104535 47.6574412, -122.3104728 47.6574276, -122.3106659 47.6575594, -122.310581 47.657618, -122.3105001 47.6576739, -122.3103064 47.6575409, -122.3103297 47.6575273, -122.3102989 47.6575091, -122.3102318 47.6575517, -122.3102142 47.6575359, -122.3101487 47.6575779))",POINT (-122.3103283 47.6574421),1362.7,14668.3,13
Johnson Hall,22,30922712.0,,university,,,"POLYGON ((-122.3091071 47.6541144, -122.3090548 47.6540397, -122.3089857 47.653941, -122.3089369 47.6539565, -122.3089316 47.653949, -122.3088413 47.6539777, -122.3088169 47.6539854, -122.308822 47.6539927, -122.3087707 47.654009, -122.3087849 47.6540293, -122.3087923 47.6540269, -122.3088356 47.6540887, -122.3087587 47.6541131, -122.3084794 47.6542018, -122.3084983 47.6542288, -122.3084874 47.6542322, -122.3085173 47.6542749, -122.3085446 47.654314, -122.3085359 47.6543167, -122.3085712 47.6543671, -122.3085989 47.6544067, -122.3085837 47.6544116, -122.3086335 47.6544827, -122.3086455 47.6544789, -122.3087969 47.6546953, -122.3087836 47.6546996, -122.3088677 47.6548197, -122.3088786 47.6548162, -122.308925 47.6548825, -122.3089337 47.6548797, -122.3089402 47.654889, -122.3089891 47.6548735, -122.3090008 47.6548902, -122.3090206 47.6548839, -122.3090232 47.6548877, -122.30903 47.6548855, -122.3090329 47.6548896, -122.3090402 47.6548873, -122.3090374 47.6548832, -122.3090685 47.6548733, -122.3090987 47.6548637, -122.3091015 47.6548678, -122.3091083 47.6548657, -122.3091054 47.6548616, -122.3091147 47.6548587, -122.309112 47.6548549, -122.3091318 47.6548486, -122.30912 47.6548318, -122.3093717 47.6547519, -122.3092915 47.6546374, -122.3092843 47.6546271, -122.3091037 47.6546844, -122.3090885 47.6546626, -122.3090826 47.6546645, -122.3090792 47.6546596, -122.3090724 47.6546617, -122.3088823 47.65439, -122.3088923 47.6543868, -122.3088335 47.6543027, -122.3088234 47.6543059, -122.3088202 47.6543013, -122.3087981 47.6543083, -122.3087948 47.6543037, -122.3087854 47.6543067, -122.308777 47.6542948, -122.308755 47.6542633, -122.3091283 47.6541448, -122.3091071 47.6541144))",POINT (-122.3088842 47.6544422),2586.5,27840.5,14
Atmospheric Sciences Building,23,30922739.0,,university,,,"POLYGON ((-122.3090548 47.6540397, -122.3091226 47.654018, -122.3091489 47.6540096, -122.309124 47.6539737, -122.3094102 47.6538832, -122.3093966 47.6538636, -122.3094449 47.6538483, -122.3094945 47.6538326, -122.3095097 47.6538547, -122.3095542 47.6538406, -122.3095941 47.6538983, -122.3096054 47.6538948, -122.3096842 47.6540085, -122.3095253 47.6540588, -122.309493 47.6540122, -122.3093958 47.6540429, -122.3092901 47.6540764, -122.3092978 47.6540876, -122.3092169 47.6541132, -122.3092282 47.6541295, -122.3091677 47.6541486, -122.3091375 47.654105, -122.3091071 47.6541144, -122.3090548 47.6540397))",POINT (-122.3093741 47.653986),763.0,8213.2,14
